Model,Year,Category,Rating,Displacement,Engine type,Power,Top speed,Bore x stroke,Fuel system,Ignition,Cooling system,Transmission type,Frame type,Front suspension,Rear suspension,Wheels,Seat,Dry weight,Power/weight ratio,Comments
Hildebrand-Wolfmüller Motorrad,1894,Allround,Do you know this bike?Click here to rate it. We miss 2 votes to show the rating.,1489.0 ccm (90.86 cubic inches),"Twin, four-stroke",2.5 HP (1.8  kW)) @ 240 RPM,45.0 km/h (28.0 mph),90.0 x 117.0 mm (3.5 x 4.6 inches),Carburettor,Hot tube,Liquid,Shaft drive (cardan)   (final drive),Tubular duplex,Front fork,None,"26 in front wheel, 22 inch rear wheel.",Single bicycle type seat,50.0 kg (110.2 pounds),0.0500 HP/kg,"Regarded as the first production motorcycle. Made in Munich, Germany. Bikes with steam based engines had been made before."
